StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q12,Q13,Q25,amp_c_pleasant,amp_c_unpleasant,amp_sm_pleasant,amp_sm_unpleasant,Q3,Q6,Q7,Q8,Q9,Q10,Q11,Q15,Q19,Q20,Q21,Q17,Q18,Q22,Q23
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Do you use Facebook?,Are you fluent in the Chinese language?,AMP PROCEDURE,,,,,"On average, approximately how many minutes per day do you spend on Facebook?",How often do you check your Facebook account?,How often do you check your own wall?,How often do you change your Facebook status?,How often do you send private Facebook messages?,How often do you comment on others' photos?,How often do you post on others' walls?,I want to use Facebook right now.,I would love if it was possible to use Facebook right now.,I will use Facebook immediately after I finished this survey.,I strongly desire to use Facebook right now.,I don't need Facebook at the moment.,"Right now, I am craving to use Facebook.",What is your age?,I am a ...
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID25_TEXT""}",,,,,"{""ImportId"":""QID3""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID15""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID22_TEXT""}","{""ImportId"":""QID23""}"
11/20/20 1:07,11/20/20 1:12,0,100,283,1,11/20/20 1:12,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,7538,
1,1,example,examplePrime,Pleasant,0,1608,
1,2,example,examplePrime,Pleasant,0,2031,
1,3,example,examplePrime,Unpleasant,1,1041,
1,4,example,examplePrime,Unpleasant,1,752,
1,5,example,examplePrime,Pleasant,0,787,
2,6,instructions,dummyForLog,space,0,13091,
2,7,Control,Control,Pleasant,0,988,
2,8,Social media,Social media,Unpleasant,1,668,
2,9,Control,Control,Pleasant,0,665,
2,10,Social media,Social media,Unpleasant,1,609,
2,11,Social media,Social media,Pleasant,0,738,
2,12,Control,Control,Pleasant,0,765,
2,13,Social media,Social media,Unpleasant,1,700,
2,14,Control,Control,Unpleasant,1,666,
2,15,Control,Control,Pleasant,0,568,
2,16,Social media,Social media,Unpleasant,1,722,
2,17,Control,Control,Pleasant,0,614,
2,18,Social media,Social media,Pleasant,0,742,
2,19,Social media,Social media,Unpleasant,1,617,
2,20,Control,Control,Pleasant,0,921,
2,21,Control,Control,Unpleasant,1,813,
2,22,Social media,Social media,Pleasant,0,820,
2,23,Control,Control,Unpleasant,1,610,
2,24,Social media,Social media,Unpleasant,1,589,
2,25,Control,Control,Unpleasant,1,550,
2,26,Social media,Social media,Unpleasant,1,737,
2,27,Control,Control,Unpleasant,1,845,
2,28,Social media,Social media,Pleasant,0,676,
2,29,Social media,Social media,Pleasant,0,743,
2,30,Control,Control,Unpleasant,1,970,
2,31,Social media,Social media,Unpleasant,1,979,
2,32,Control,Control,Unpleasant,1,602,
2,33,Control,Control,Pleasant,0,724,
2,34,Social media,Social media,Pleasant,0,488,
2,35,Control,Control,Pleasant,0,621,
2,36,Social media,Social media,Pleasant,0,805,
2,37,Control,Control,Unpleasant,1,493,
2,38,Social media,Social media,Unpleasant,1,514,
2,39,Social media,Social media,Pleasant,0,734,
2,40,Control,Control,Unpleasant,1,722,
2,41,Social media,Social media,Pleasant,0,452,
2,42,Control,Control,Pleasant,0,612,
2,43,Control,Control,Unpleasant,1,548,
2,44,Social media,Social media,Pleasant,0,536,
2,45,Social media,Social media,Pleasant,0,540,
2,46,Control,Control,Unpleasant,1,584,
2,47,Social media,Social media,Unpleasant,1,730,
2,48,Control,Control,Pleasant,0,678,
2,49,Social media,Social media,Unpleasant,1,739,
2,50,Control,Control,Pleasant,0,453,
2,51,Social media,Social media,Unpleasant,1,524,
2,52,Control,Control,Pleasant,0,578,
2,53,Social media,Social media,Pleasant,0,426,
2,54,Control,Control,Pleasant,0,563,
2,55,Social media,Social media,Unpleasant,1,525,
2,56,Control,Control,Pleasant,0,680,
2,57,Control,Control,Unpleasant,1,487,
2,58,Social media,Social media,Pleasant,0,564,
2,59,Control,Control,Unpleasant,1,494,
2,60,Social media,Social media,Unpleasant,1,539,
2,61,Social media,Social media,Pleasant,0,560,
2,62,Control,Control,Pleasant,0,618,
2,63,Control,Control,Pleasant,0,499,
2,64,Social media,Social media,Pleasant,0,832,
2,65,Control,Control,Unpleasant,1,589,
2,66,Social media,Social media,Unpleasant,1,568,
0,67,instructions,dummyForLog,space,0,1595,
9,999,end,,,,,After Control: 16 of your responses were Pleasant; 14 of your responses were Unpleasant; <br/>After Social media: 15 of your responses were Unpleasant; 15 of your responses were Pleasant; <br/>",16,14,15,15,1,7,7,3,3,4,5,2,3,1,1,5,1,43,1
11/20/20 1:06,11/20/20 1:14,0,100,462,1,11/20/20 1:14,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,13588,
1,1,example,examplePrime,Unpleasant,1,1371,
1,2,example,examplePrime,Pleasant,0,629,
1,3,example,examplePrime,Unpleasant,1,839,
1,4,example,examplePrime,Pleasant,0,608,
1,5,example,examplePrime,Pleasant,0,412,
2,6,instructions,dummyForLog,space,0,1967,
2,7,Control,Control,Pleasant,0,722,
2,8,Social media,Social media,Unpleasant,1,661,
2,9,Social media,Social media,Pleasant,0,1078,
2,10,Control,Control,Pleasant,0,529,
2,11,Social media,Social media,Unpleasant,1,704,
2,12,Control,Control,Pleasant,0,1001,
2,13,Control,Control,Unpleasant,1,1366,
2,14,Social media,Social media,Pleasant,0,568,
2,15,Control,Control,Pleasant,0,716,
2,16,Social media,Social media,Pleasant,0,618,
2,17,Control,Control,Pleasant,0,783,
2,18,Social media,Social media,Unpleasant,1,759,
2,19,Control,Control,Unpleasant,1,813,
2,20,Social media,Social media,Pleasant,0,590,
2,21,Control,Control,Unpleasant,1,750,
2,22,Social media,Social media,Unpleasant,1,3549,
2,23,Social media,Social media,Pleasant,0,1117,
2,24,Control,Control,Pleasant,0,732,
2,25,Social media,Social media,Pleasant,0,458,
2,26,Control,Control,Unpleasant,1,756,
2,27,Social media,Social media,Pleasant,0,1124,
2,28,Control,Control,Pleasant,0,836,
2,29,Social media,Social media,Unpleasant,1,576,
2,30,Control,Control,Unpleasant,1,519,
2,31,Control,Control,Unpleasant,1,540,
2,32,Social media,Social media,Pleasant,0,484,
2,33,Social media,Social media,Pleasant,0,1035,
2,34,Control,Control,Unpleasant,1,876,
2,35,Control,Control,Pleasant,0,868,
2,36,Social media,Social media,Unpleasant,1,875,
2,37,Social media,Social media,Pleasant,0,919,
2,38,Control,Control,Unpleasant,1,574,
2,39,Social media,Social media,Pleasant,0,833,
2,40,Control,Control,Unpleasant,1,550,
2,41,Social media,Social media,Pleasant,0,515,
2,42,Control,Control,Unpleasant,1,502,
2,43,Social media,Social media,Pleasant,0,596,
2,44,Control,Control,Unpleasant,1,550,
2,45,Social media,Social media,Pleasant,0,596,
2,46,Control,Control,Unpleasant,1,609,
2,47,Social media,Social media,Pleasant,0,554,
2,48,Control,Control,Unpleasant,1,642,
2,49,Control,Control,Unpleasant,1,801,
2,50,Social media,Social media,Pleasant,0,297,
2,51,Social media,Social media,Pleasant,0,456,
2,52,Control,Control,Unpleasant,1,471,
2,53,Control,Control,Unpleasant,1,796,
2,54,Social media,Social media,Pleasant,0,476,
2,55,Control,Control,Unpleasant,1,584,
2,56,Social media,Social media,Pleasant,0,812,
2,57,Control,Control,Unpleasant,1,455,
2,58,Social media,Social media,Unpleasant,1,462,
2,59,Social media,Social media,Unpleasant,1,474,
2,60,Control,Control,Unpleasant,1,457,
2,61,Control,Control,Unpleasant,1,499,
2,62,Social media,Social media,Pleasant,0,814,
2,63,Control,Control,Pleasant,0,1308,
2,64,Social media,Social media,Unpleasant,1,645,
2,65,Control,Control,Pleasant,0,1389,
2,66,Social media,Social media,Pleasant,0,662,
0,67,instructions,dummyForLog,space,0,8229,
9,999,end,,,,,After Control: 10 of your responses were Pleasant; 20 of your responses were Unpleasant; <br/>After Social media: 9 of your responses were Unpleasant; 21 of your responses were Pleasant; <br/>",10,20,9,21,5,11,7,1,3,11,1,4,4,5,4,2,4,58,2
11/20/20 1:12,11/20/20 1:14,0,100,156,1,11/20/20 1:14,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,3914,
1,1,example,examplePrime,Pleasant,0,810,
1,2,example,examplePrime,Unpleasant,1,662,
1,3,example,examplePrime,Unpleasant,1,661,
1,4,example,examplePrime,Pleasant,0,440,
1,5,example,examplePrime,Pleasant,0,671,
2,6,instructions,dummyForLog,space,0,3626,
2,7,Control,Control,Pleasant,0,534,
2,8,Social media,Social media,Pleasant,0,729,
2,9,Social media,Social media,Pleasant,0,546,
2,10,Control,Control,Unpleasant,1,364,
2,11,Social media,Social media,Unpleasant,1,486,
2,12,Control,Control,Pleasant,0,511,
2,13,Control,Control,Pleasant,0,580,
2,14,Social media,Social media,Pleasant,0,602,
2,15,Social media,Social media,Unpleasant,1,586,
2,16,Control,Control,Unpleasant,1,669,
2,17,Control,Control,Pleasant,0,413,
2,18,Social media,Social media,Pleasant,0,440,
2,19,Social media,Social media,Pleasant,0,577,
2,20,Control,Control,Unpleasant,1,371,
2,21,Control,Control,Unpleasant,1,609,
2,22,Social media,Social media,Unpleasant,1,658,
2,23,Control,Control,Pleasant,0,419,
2,24,Social media,Social media,Pleasant,0,587,
2,25,Social media,Social media,Unpleasant,1,575,
2,26,Control,Control,Unpleasant,1,627,
2,27,Social media,Social media,Pleasant,0,565,
2,28,Control,Control,Pleasant,0,696,
2,29,Social media,Social media,Pleasant,0,599,
2,30,Control,Control,Unpleasant,1,601,
2,31,Social media,Social media,Unpleasant,1,704,
2,32,Control,Control,Pleasant,0,586,
2,33,Control,Control,Pleasant,0,670,
2,34,Social media,Social media,Unpleasant,1,608,
2,35,Control,Control,Unpleasant,1,688,
2,36,Social media,Social media,Pleasant,0,543,
2,37,Control,Control,Pleasant,0,550,
2,38,Social media,Social media,Pleasant,0,617,
2,39,Social media,Social media,Unpleasant,1,474,
2,40,Control,Control,Unpleasant,1,642,
2,41,Social media,Social media,Unpleasant,1,579,
2,42,Control,Control,Pleasant,0,518,
2,43,Social media,Social media,Pleasant,0,637,
2,44,Control,Control,Pleasant,0,669,
2,45,Social media,Social media,Unpleasant,1,492,
2,46,Control,Control,Unpleasant,1,709,
2,47,Social media,Social media,Pleasant,0,657,
2,48,Control,Control,Pleasant,0,677,
2,49,Control,Control,Unpleasant,1,593,
2,50,Social media,Social media,Pleasant,0,659,
2,51,Social media,Social media,Unpleasant,1,568,
2,52,Control,Control,Unpleasant,1,568,
2,53,Control,Control,Pleasant,0,526,
2,54,Social media,Social media,Unpleasant,1,498,
2,55,Control,Control,Unpleasant,1,600,
2,56,Social media,Social media,Unpleasant,1,604,
2,57,Social media,Social media,Pleasant,0,461,
2,58,Control,Control,Pleasant,0,600,
2,59,Control,Control,Pleasant,0,551,
2,60,Social media,Social media,Pleasant,0,535,
2,61,Control,Control,Unpleasant,1,520,
2,62,Social media,Social media,Unpleasant,1,548,
2,63,Control,Control,Pleasant,0,520,
2,64,Social media,Social media,Pleasant,0,462,
2,65,Control,Control,Unpleasant,1,536,
2,66,Social media,Social media,Unpleasant,1,478,
0,67,instructions,dummyForLog,space,0,925,
9,999,end,,,,,After Control: 16 of your responses were Pleasant; 14 of your responses were Unpleasant; <br/>After Social media: 16 of your responses were Pleasant; 14 of your responses were Unpleasant; <br/>",16,14,16,14,2,8,8,2,3,3,3,2,2,1,2,4,1,34,1
11/20/20 1:14,11/20/20 1:20,0,100,386,1,11/20/20 1:20,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,25072,
1,1,example,examplePrime,Pleasant,0,1959,
1,2,example,examplePrime,Pleasant,0,1271,
1,3,example,examplePrime,Unpleasant,1,812,
1,4,example,examplePrime,Pleasant,0,1015,
1,5,example,examplePrime,Pleasant,0,962,
2,6,instructions,dummyForLog,space,0,12020,
2,7,Control,Control,Pleasant,0,1123,
2,8,Social media,Social media,Unpleasant,1,1100,
2,9,Control,Control,Unpleasant,1,1117,
2,10,Social media,Social media,Pleasant,0,797,
2,11,Social media,Social media,Pleasant,0,589,
2,12,Control,Control,Pleasant,0,715,
2,13,Social media,Social media,Pleasant,0,645,
2,14,Control,Control,Pleasant,0,886,
2,15,Social media,Social media,Unpleasant,1,706,
2,16,Control,Control,Pleasant,0,1071,
2,17,Social media,Social media,Unpleasant,1,718,
2,18,Control,Control,Unpleasant,1,722,
2,19,Control,Control,Pleasant,0,667,
2,20,Social media,Social media,Pleasant,0,1063,
2,21,Control,Control,Pleasant,0,760,
2,22,Social media,Social media,Unpleasant,1,682,
2,23,Control,Control,Unpleasant,1,769,
2,24,Social media,Social media,Unpleasant,1,641,
2,25,Control,Control,Pleasant,0,680,
2,26,Social media,Social media,Pleasant,0,712,
2,27,Social media,Social media,Pleasant,0,667,
2,28,Control,Control,Pleasant,0,693,
2,29,Social media,Social media,Unpleasant,1,680,
2,30,Control,Control,Unpleasant,1,598,
2,31,Control,Control,Pleasant,0,685,
2,32,Social media,Social media,Pleasant,0,721,
2,33,Control,Control,Unpleasant,1,653,
2,34,Social media,Social media,Unpleasant,1,736,
2,35,Social media,Social media,Unpleasant,1,681,
2,36,Control,Control,Unpleasant,1,801,
2,37,Social media,Social media,Pleasant,0,647,
2,38,Control,Control,Pleasant,0,610,
2,39,Control,Control,Unpleasant,1,772,
2,40,Social media,Social media,Pleasant,0,763,
2,41,Social media,Social media,Pleasant,0,639,
2,42,Control,Control,Pleasant,0,623,
2,43,Control,Control,Unpleasant,1,847,
2,44,Social media,Social media,Pleasant,0,572,
2,45,Social media,Social media,Unpleasant,1,736,
2,46,Control,Control,Unpleasant,1,631,
2,47,Social media,Social media,Unpleasant,1,707,
2,48,Control,Control,Unpleasant,1,804,
2,49,Social media,Social media,Pleasant,0,650,
2,50,Control,Control,Pleasant,0,652,
2,51,Control,Control,Pleasant,0,560,
2,52,Social media,Social media,Pleasant,0,766,
2,53,Social media,Social media,Pleasant,0,721,
2,54,Control,Control,Pleasant,0,491,
2,55,Social media,Social media,Pleasant,0,690,
2,56,Control,Control,Pleasant,0,581,
2,57,Social media,Social media,Unpleasant,1,648,
2,58,Control,Control,Unpleasant,1,583,
2,59,Social media,Social media,Unpleasant,1,927,
2,60,Control,Control,Pleasant,0,482,
2,61,Control,Control,Pleasant,0,651,
2,62,Social media,Social media,Unpleasant,1,915,
2,63,Control,Control,Pleasant,0,561,
2,64,Social media,Social media,Pleasant,0,566,
2,65,Control,Control,Pleasant,0,589,
2,66,Social media,Social media,Unpleasant,1,1468,
0,67,instructions,dummyForLog,space,0,3205,
9,999,end,,,,,After Control: 19 of your responses were Pleasant; 11 of your responses were Unpleasant; <br/>After Social media: 14 of your responses were Unpleasant; 16 of your responses were Pleasant; <br/>",19,11,14,16,2,8,6,3,1,2,1,2,2,1,2,4,1,74,2
11/20/20 1:18,11/20/20 1:21,0,100,159,1,11/20/20 1:21,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,2915,
1,1,example,examplePrime,Unpleasant,1,3067,
1,2,example,examplePrime,Unpleasant,1,113,
1,3,example,examplePrime,Pleasant,0,46,
1,4,example,examplePrime,Pleasant,0,1,
1,5,example,examplePrime,Pleasant,0,51,
2,6,instructions,dummyForLog,space,0,1036,
2,7,Control,Control,Pleasant,0,85,
2,8,Social media,Social media,Pleasant,0,17,
2,9,Social media,Social media,Unpleasant,1,37,
2,10,Control,Control,Unpleasant,1,198,
2,11,Social media,Social media,Pleasant,0,167,
2,12,Control,Control,Pleasant,0,100,
2,13,Control,Control,Pleasant,0,105,
2,14,Social media,Social media,Pleasant,0,73,
2,15,Control,Control,Unpleasant,1,4,
2,16,Social media,Social media,Pleasant,0,105,
2,17,Social media,Social media,Unpleasant,1,2,
2,18,Control,Control,Unpleasant,1,91,
2,19,Social media,Social media,Pleasant,0,157,
2,20,Control,Control,Pleasant,0,102,
2,21,Social media,Social media,Pleasant,0,68,
2,22,Control,Control,Pleasant,0,131,
2,23,Social media,Social media,Pleasant,0,155,
2,24,Control,Control,Pleasant,0,139,
2,25,Control,Control,Pleasant,0,76,
2,26,Social media,Social media,Pleasant,0,31,
2,27,Social media,Social media,Pleasant,0,89,
2,28,Control,Control,Unpleasant,1,105,
2,29,Control,Control,Unpleasant,1,125,
2,30,Social media,Social media,Unpleasant,1,140,
2,31,Control,Control,Pleasant,0,134,
2,32,Social media,Social media,Pleasant,0,106,
2,33,Social media,Social media,Pleasant,0,17,
2,34,Control,Control,Pleasant,0,9,
2,35,Control,Control,Unpleasant,1,2,
2,36,Social media,Social media,Pleasant,0,132,
2,37,Control,Control,Pleasant,0,70,
2,38,Social media,Social media,Pleasant,0,10,
2,39,Social media,Social media,Unpleasant,1,65,
2,40,Control,Control,Unpleasant,1,181,
2,41,Social media,Social media,Unpleasant,1,76,
2,42,Control,Control,Pleasant,0,9,
2,43,Social media,Social media,Pleasant,0,135,
2,44,Control,Control,Pleasant,0,25,
2,45,Social media,Social media,Pleasant,0,26,
2,46,Control,Control,Unpleasant,1,56,
2,47,Social media,Social media,Pleasant,0,52,
2,48,Control,Control,Unpleasant,1,122,
2,49,Control,Control,Unpleasant,1,20,
2,50,Social media,Social media,Pleasant,0,20,
2,51,Control,Control,Pleasant,0,8,
2,52,Social media,Social media,Pleasant,0,9,
2,53,Control,Control,Pleasant,0,48,
2,54,Social media,Social media,Unpleasant,1,34,
2,55,Control,Control,Pleasant,0,2,
2,56,Social media,Social media,Pleasant,0,147,
2,57,Control,Control,Pleasant,0,253,
2,58,Social media,Social media,Pleasant,0,149,
2,59,Social media,Social media,Pleasant,0,4,
2,60,Control,Control,Pleasant,0,105,
2,61,Social media,Social media,Pleasant,0,113,
2,62,Control,Control,Pleasant,0,104,
2,63,Control,Control,Pleasant,0,38,
2,64,Social media,Social media,Unpleasant,1,65,
2,65,Control,Control,Pleasant,0,48,
2,66,Social media,Social media,Pleasant,0,55,
0,67,instructions,dummyForLog,space,0,1225,
9,999,end,,,,,After Control: 20 of your responses were Pleasant; 10 of your responses were Unpleasant; <br/>After Social media: 23 of your responses were Pleasant; 7 of your responses were Unpleasant; <br/>",20,10,23,7,6,8,8,8,8,8,8,4,4,3,2,2,2,35,1
11/20/20 1:18,11/20/20 1:24,0,100,337,1,11/20/20 1:24,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,16111,
1,1,example,examplePrime,Unpleasant,1,1003,
1,2,example,examplePrime,Unpleasant,1,983,
1,3,example,examplePrime,Unpleasant,1,1178,
1,4,example,examplePrime,Unpleasant,1,952,
1,5,example,examplePrime,Pleasant,0,1020,
2,6,instructions,dummyForLog,space,0,6015,
2,7,Social media,Social media,Unpleasant,1,706,
2,8,Control,Control,Pleasant,0,1062,
2,9,Social media,Social media,Pleasant,0,1265,
2,10,Control,Control,Unpleasant,1,899,
2,11,Social media,Social media,Pleasant,0,1458,
2,12,Control,Control,Unpleasant,1,1044,
2,13,Control,Control,Pleasant,0,1181,
2,14,Social media,Social media,Pleasant,0,1112,
2,15,Control,Control,Unpleasant,1,881,
2,16,Social media,Social media,Unpleasant,1,928,
2,17,Social media,Social media,Unpleasant,1,806,
2,18,Control,Control,Unpleasant,1,1046,
2,19,Control,Control,Pleasant,0,804,
2,20,Social media,Social media,Unpleasant,1,899,
2,21,Control,Control,Unpleasant,1,878,
2,22,Social media,Social media,Unpleasant,1,1091,
2,23,Social media,Social media,Pleasant,0,851,
2,24,Control,Control,Pleasant,0,955,
2,25,Social media,Social media,Pleasant,0,951,
2,26,Control,Control,Pleasant,0,827,
2,27,Social media,Social media,Pleasant,0,697,
2,28,Control,Control,Pleasant,0,733,
2,29,Control,Control,Unpleasant,1,766,
2,30,Social media,Social media,Pleasant,0,879,
2,31,Social media,Social media,Pleasant,0,1540,
2,32,Control,Control,Unpleasant,1,890,
2,33,Control,Control,Pleasant,0,914,
2,34,Social media,Social media,Unpleasant,1,1026,
2,35,Social media,Social media,Pleasant,0,898,
2,36,Control,Control,Pleasant,0,714,
2,37,Control,Control,Pleasant,0,838,
2,38,Social media,Social media,Pleasant,0,969,
2,39,Social media,Social media,Unpleasant,1,810,
2,40,Control,Control,Pleasant,0,1122,
2,41,Social media,Social media,Pleasant,0,1020,
2,42,Control,Control,Pleasant,0,681,
2,43,Social media,Social media,Unpleasant,1,869,
2,44,Control,Control,Unpleasant,1,669,
2,45,Control,Control,Pleasant,0,871,
2,46,Social media,Social media,Unpleasant,1,807,
2,47,Social media,Social media,Pleasant,0,957,
2,48,Control,Control,Unpleasant,1,815,
2,49,Control,Control,Pleasant,0,949,
2,50,Social media,Social media,Pleasant,0,800,
2,51,Control,Control,Pleasant,0,687,
2,52,Social media,Social media,Unpleasant,1,900,
2,53,Social media,Social media,Pleasant,0,1035,
2,54,Control,Control,Pleasant,0,967,
2,55,Control,Control,Unpleasant,1,949,
2,56,Social media,Social media,Unpleasant,1,1120,
2,57,Control,Control,Pleasant,0,734,
2,58,Social media,Social media,Pleasant,0,782,
2,59,Control,Control,Pleasant,0,737,
2,60,Social media,Social media,Pleasant,0,674,
2,61,Control,Control,Pleasant,0,656,
2,62,Social media,Social media,Pleasant,0,629,
2,63,Social media,Social media,Pleasant,0,869,
2,64,Control,Control,Pleasant,0,895,
2,65,Control,Control,Pleasant,0,712,
2,66,Social media,Social media,Pleasant,0,655,
0,67,instructions,dummyForLog,space,0,2793,
9,999,end,,,,,After Social media: 11 of your responses were Unpleasant; 19 of your responses were Pleasant; <br/>After Control: 20 of your responses were Pleasant; 10 of your responses were Unpleasant; <br/>",20,10,19,11,3,11,11,3,7,7,7,2,2,1,2,4,1,56,1
11/20/20 1:21,11/20/20 1:25,0,100,221,1,11/20/20 1:25,anonymous,EN,1,2,"block,trial,cond,cat,resp,err,rt,fb
1,0,instructions,dummyForLog,space,0,4440,
1,1,example,examplePrime,Pleasant,0,958,
1,2,example,examplePrime,Pleasant,0,703,
1,3,example,examplePrime,Unpleasant,1,599,
1,4,example,examplePrime,Unpleasant,1,642,
1,5,example,examplePrime,Pleasant,0,794,
2,6,instructions,dummyForLog,space,0,6784,
2,7,Social media,Social media,Unpleasant,1,1038,
2,8,Control,Control,Unpleasant,1,690,
2,9,Control,Control,Pleasant,0,536,
2,10,Social media,Social media,Pleasant,0,515,
2,11,Control,Control,Unpleasant,1,519,
2,12,Social media,Social media,Pleasant,0,504,
2,13,Social media,Social media,Unpleasant,1,751,
2,14,Control,Control,Unpleasant,1,506,
2,15,Control,Control,Pleasant,0,464,
2,16,Social media,Social media,Unpleasant,1,485,
2,17,Social media,Social media,Unpleasant,1,486,
2,18,Control,Control,Pleasant,0,554,
2,19,Social media,Social media,Unpleasant,1,530,
2,20,Control,Control,Unpleasant,1,525,
2,21,Social media,Social media,Pleasant,0,521,
2,22,Control,Control,Pleasant,0,570,
2,23,Control,Control,Pleasant,0,796,
2,24,Social media,Social media,Pleasant,0,540,
2,25,Control,Control,Pleasant,0,675,
2,26,Social media,Social media,Unpleasant,1,702,
2,27,Control,Control,Pleasant,0,555,
2,28,Social media,Social media,Pleasant,0,547,
2,29,Control,Control,Pleasant,0,806,
2,30,Social media,Social media,Pleasant,0,563,
2,31,Social media,Social media,Pleasant,0,506,
2,32,Control,Control,Pleasant,0,783,
2,33,Social media,Social media,Pleasant,0,753,
2,34,Control,Control,Unpleasant,1,775,
2,35,Control,Control,Pleasant,0,730,
2,36,Social media,Social media,Unpleasant,1,530,
2,37,Control,Control,Unpleasant,1,524,
2,38,Social media,Social media,Pleasant,0,596,
2,39,Control,Control,Pleasant,0,578,
2,40,Social media,Social media,Unpleasant,1,1022,
2,41,Control,Control,Unpleasant,1,478,
2,42,Social media,Social media,Unpleasant,1,625,
2,43,Control,Control,Unpleasant,1,801,
2,44,Social media,Social media,Unpleasant,1,574,
2,45,Social media,Social media,Pleasant,0,655,
2,46,Control,Control,Pleasant,0,612,
2,47,Social media,Social media,Pleasant,0,579,
2,48,Control,Control,Pleasant,0,579,
2,49,Control,Control,Pleasant,0,607,
2,50,Social media,Social media,Unpleasant,1,674,
2,51,Social media,Social media,Pleasant,0,801,
2,52,Control,Control,Unpleasant,1,662,
2,53,Control,Control,Unpleasant,1,472,
2,54,Social media,Social media,Pleasant,0,877,
2,55,Control,Control,Unpleasant,1,576,
2,56,Social media,Social media,Pleasant,0,588,
2,57,Control,Control,Unpleasant,1,623,
2,58,Social media,Social media,Unpleasant,1,879,
2,59,Social media,Social media,Pleasant,0,639,
2,60,Control,Control,Pleasant,0,500,
2,61,Control,Control,Pleasant,0,530,
2,62,Social media,Social media,Unpleasant,1,563,
2,63,Social media,Social media,Pleasant,0,558,
2,64,Control,Control,Unpleasant,1,604,
2,65,Control,Control,Pleasant,0,442,
2,66,Social media,Social media,Pleasant,0,579,
0,67,instructions,dummyForLog,space,0,1299,
9,999,end,,,,,After Social media: 13 of your responses were Unpleasant; 17 of your responses were Pleasant; <br/>After Control: 13 of your responses were Unpleasant; 17 of your responses were Pleasant; <br/>",17,13,17,13,3,9,8,7,9,9,7,4,3,4,4,2,4,29,1
